              SourceId,  Cluster,         ra,        dec,     Gmag
    573550482464869248,  NGC 188,   11.62916,   84.77862,   18.198
    573551685055772544,  NGC 188,   12.51558,   84.84479,   19.199
    573570857788817024,  NGC 188,    9.11054,   85.11362,   19.262
    573545706461139456,  NGC 188,   10.38709,   84.69476,   19.873
    573620541970521856,  NGC 188,    6.11274,   85.16839,   18.966
    573571171321808512,  NGC 188,    8.52979,   85.13452,   17.548
    573575397572493312,  NGC 188,    7.13852,   85.19899,   15.049
    573569380321102464,  NGC 188,    9.12236,   85.02535,   18.086
    573574607298514560,  NGC 188,    7.31914,   85.13018,   15.369
    573571205684417920,  NGC 188,    8.66159,   85.14448,   17.852
    573573885744009984,  NGC 188,    7.96152,   85.13324,   10.051
    573570376752441728,  NGC 188,    8.85963,   85.07817,   19.528
    573570621568869760,  NGC 188,    8.51381,   85.09098,   15.641
    573619824714070912,  NGC 188,    6.39481,   85.11546,   19.539
    573620065232233472,  NGC 188,    6.14282,   85.14269,   16.298
    573545534662757504,  NGC 188,   10.73285,   84.68280,   19.531
    573570003093582592,  NGC 188,    9.53498,   85.07687,   17.270
    573555430267280896,  NGC 188,   10.36078,   84.91808,   18.999
    573621400963999232,  NGC 188,    5.81334,   85.19135,   19.583
    573554502554320256,  NGC 188,   10.79158,   84.87523,   19.247
    573573370347796096,  NGC 188,    6.87707,   85.13585,   16.600
    573559450356549376,  NGC 188,    8.11093,   84.79032,   19.376
    573543610517133952,  NGC 188,   12.00745,   84.70582,   19.450
    573566597181539712,  NGC 188,    6.85466,   85.01934,   19.810
    573552475329793152,  NGC 188,   12.26454,   84.90723,   16.799
    573557564868307584,  NGC 188,   10.32170,   84.99321,   17.029
    573561202703302912,  NGC 188,    9.08604,   84.90021,   18.263
    573566597181160960,  NGC 188,    6.85214,   85.02717,   19.636
    573565428955444864,  NGC 188,    7.94002,   84.98302,   19.752
    573562169073257216,  NGC 188,    8.40670,   84.91423,   17.591
    573564299376908544,  NGC 188,    6.90026,   84.93161,   17.279
    573556254901018112,  NGC 188,   10.79557,   84.93821,   19.336
    573555468924280192,  NGC 188,   10.34873,   84.93008,   14.943
    573557221270929408,  NGC 188,   10.05140,   84.96201,   15.831
    573556602795639168,  NGC 188,   11.07752,   84.97765,   15.649
    573566872060140416,  NGC 188,    9.60303,   84.90334,   19.725
    573566979436633216,  NGC 188,    9.52007,   84.91677,   18.245
    573565501967863680,  NGC 188,    7.63274,   84.98081,   14.839
    573561207000590464,  NGC 188,    9.12869,   84.89331,   18.227
    573569315898823936,  NGC 188,    9.36030,   85.00703,   16.913
    573554987887950208,  NGC 188,   10.21001,   84.89649,   17.528
    573555503284019712,  NGC 188,   10.26647,   84.92438,   16.270
    573574126262177920,  NGC 188,    8.33924,   85.14566,   18.476
    573556396637219328,  NGC 188,   11.28849,   84.93366,   15.355
    573556156119051648,  NGC 188,   10.85411,   84.92074,   17.835
    573569728215680384,  NGC 188,    9.92616,   85.05259,   14.879
    573556804656853376,  NGC 188,   11.03834,   84.98136,   17.974
    573569453337775616,  NGC 188,    9.49476,   85.02593,   15.815
    573547561887090944,  NGC 188,   10.39030,   84.77728,   19.831
    573565295809437568,  NGC 188,    7.93242,   84.96144,   16.754
    573571682422459264,  NGC 188,    7.72752,   85.04594,   19.607
    573557942825421312,  NGC 188,   10.19132,   85.04972,   19.278
    573557560571095936,  NGC 188,   10.42601,   84.98747,   18.054
    573561992977291648,  NGC 188,    8.67773,   84.91488,   19.827
    573567563552175104,  NGC 188,    9.79432,   84.97376,   16.046
    573610959901614080,  NGC 188,    6.45643,   84.91238,   15.760
    573556637152547328,  NGC 188,   11.12061,   84.98510,   19.999
    573567323034007552,  NGC 188,    9.08174,   84.95296,   18.053
    573572541415930112,  NGC 188,    7.14141,   85.06313,   18.171
    573570720349837568,  NGC 188,    9.07425,   85.08960,   16.735
    573620370172099712,  NGC 188,    6.55320,   85.14552,   19.725
    573546943411780096,  NGC 188,    9.69523,   84.76703,   19.577
    573619755994600192,  NGC 188,    6.65667,   85.09671,   17.055
    573563577822419840,  NGC 188,    7.15948,   84.85537,   17.027
    573570484129918720,  NGC 188,    8.40261,   85.06814,   15.713
    573555881241149440,  NGC 188,   11.20265,   84.90417,   16.741
    573552651425754240,  NGC 188,   11.78621,   84.86779,   17.227
    573559592092900096,  NGC 188,    8.23579,   84.81317,   19.264
    573559729531857920,  NGC 188,    8.65184,   84.80732,   19.925
    573549009293487360,  NGC 188,    9.93847,   84.83326,   14.878
    573559076696831104,  NGC 188,    8.88251,   84.80358,   18.327
    573573198549109248,  NGC 188,    7.03521,   85.11504,   19.976
    573569277241890816,  NGC 188,    9.68124,   85.03065,   19.185
    573570926508297600,  NGC 188,    8.95264,   85.11923,   18.140
    573570204954828800,  NGC 188,    8.73700,   85.04966,   17.364
    573557869808755200,  NGC 188,    9.95241,   85.03760,   19.722
    573574671719786624,  NGC 188,    7.47993,   85.14162,   17.346
    573570067516013312,  NGC 188,    9.28885,   85.09286,   18.784
    573549932709068416,  NGC 188,   12.41128,   84.77876,   17.131
    573551650696025472,  NGC 188,   12.51014,   84.83382,   19.183
    573568521327914112,  NGC 188,    8.94340,   84.99560,   17.846
    573554468194574208,  NGC 188,   10.65223,   84.86935,   19.446
    573557908465908096,  NGC 188,   10.33242,   85.02416,   13.186
    573939743941135104,  NGC 188,   12.79519,   85.25540,   16.972
    573942909332933120,  NGC 188,   11.96609,   85.27380,   15.852
    573946757623663488,  NGC 188,    9.36327,   85.17446,   16.589
    573978746538666112,  NGC 188,   13.23733,   85.69493,   19.661
    573985034372054016,  NGC 188,    8.56856,   85.58054,   19.791
    573933185525541504,  NGC 188,   10.59503,   85.05683,   19.826
    573935934306082432,  NGC 188,   10.87792,   85.19578,   16.755
    573939881380081280,  NGC 188,   12.48992,   85.24118,   18.885
    573941053907096576,  NGC 188,   11.32208,   85.20608,   15.196
    573940985187621760,  NGC 188,   11.38601,   85.20515,   16.399
    573942015979736064,  NGC 188,   11.01792,   85.25737,   17.620
    573939915739819776,  NGC 188,   12.21243,   85.24477,   17.585
    573940637293039360,  NGC 188,   12.50091,   85.32862,   18.800
    573938992322797440,  NGC 188,   13.06662,   85.22903,   14.851
    573941053907097984,  NGC 188,   11.36248,   85.20487,   14.964
    573934933577714560,  NGC 188,   11.27474,   85.16454,   19.353
    573969671272135680,  NGC 188,   12.15382,   85.48306,   18.899
    573935831226864128,  NGC 188,   10.70276,   85.19635,   15.378
    573938953667143808,  NGC 188,   12.98115,   85.22915,   19.231
    573967270387387904,  NGC 188,   12.13693,   85.38676,   14.890
    573959917403340416,  NGC 188,    7.98721,   85.43664,   16.124
    573881233601744512,  NGC 188,   15.39809,   85.68460,   18.539
    573943149851095040,  NGC 188,   11.70817,   85.28514,   14.880
    573941225705789568,  NGC 188,   11.94257,   85.21451,   14.770
    573940985187622656,  NGC 188,   11.37139,   85.20372,   15.686
    573938923603328000,  NGC 188,   13.26895,   85.21877,   14.688
    573936724580102784,  NGC 188,   12.97981,   85.13113,   15.719
    573942428296589568,  NGC 188,   11.05385,   85.27436,   15.645
    573941324489085696,  NGC 188,   11.83999,   85.23766,   19.078
    573942153418684288,  NGC 188,   10.58603,   85.26097,   13.241
    573964242433330432,  NGC 188,   12.49309,   85.35798,   18.018
    573943523511054464,  NGC 188,   11.92222,   85.33111,   19.533
    573942978052404992,  NGC 188,   11.85909,   85.28212,   16.128
    573941260065522304,  NGC 188,   11.96241,   85.22475,   14.484
    573935899946338816,  NGC 188,   10.97748,   85.20511,   16.464
    573941775461597312,  NGC 188,   11.09700,   85.21169,   19.539
    573943012412143744,  NGC 188,   12.04627,   85.28429,   17.409
    573938408207238528,  NGC 188,   12.18139,   85.22667,   16.151
    573940091834384000,  NGC 188,   12.32221,   85.28518,   14.763
    573964349809801600,  NGC 188,   13.19147,   85.36275,   18.032
    573939679517557120,  NGC 188,   12.60518,   85.23480,   16.182
    573998125432263168,  NGC 188,    6.49364,   85.27207,   18.089
    573954003235718016,  NGC 188,   10.35883,   85.28369,   19.833
    573943149851098240,  NGC 188,   11.75299,   85.27823,   15.725
    573944176346085376,  NGC 188,   11.10373,   85.34403,   15.547
    573940091834382592,  NGC 188,   12.22903,   85.28686,   16.533
    573938992322792832,  NGC 188,   13.01007,   85.23500,   15.336
    573940465494305664,  NGC 188,   12.27220,   85.29227,   18.956
    573946723263927808,  NGC 188,    9.21246,   85.16741,   15.715
    573954346828597120,  NGC 188,    9.71081,   85.32160,   17.740
    573954140670134144,  NGC 188,    9.99053,   85.28051,   19.320
    573946414026282752,  NGC 188,    9.06914,   85.16385,   15.151
    573943184210829568,  NGC 188,   11.72600,   85.29219,   17.655
    573936037385290496,  NGC 188,   10.59389,   85.20190,   15.424
    573955652498702208,  NGC 188,    9.73693,   85.36495,   19.104
    573939713877299072,  NGC 188,   12.86900,   85.23114,   14.837
    573944146283478400,  NGC 188,   11.32649,   85.34578,   15.936
    573936037385290752,  NGC 188,   10.65890,   85.20250,   18.018
    573936204886664576,  NGC 188,   10.45537,   85.22009,   18.156
    573936037385290880,  NGC 188,   10.53466,   85.20026,   15.148
    573941741101817856,  NGC 188,   11.37996,   85.28819,   15.146
    573943081131614720,  NGC 188,   11.92196,   85.29471,   16.868
    573955583779219712,  NGC 188,    9.46737,   85.36419,   19.772
    573938816228181248,  NGC 188,   12.89368,   85.21223,   16.606
    573942939395342336,  NGC 188,   11.89382,   85.26404,   15.241
    573931806841515136,  NGC 188,   11.97534,   85.13166,   19.198
    573938408207239296,  NGC 188,   12.08344,   85.22419,   14.106
    573936582845147008,  NGC 188,   12.87015,   85.11459,   19.429
    573963903133059584,  NGC 188,   13.10600,   85.32430,   14.791
    573941741101819392,  NGC 188,   11.39690,   85.28452,   14.865
    573963383441147008,  NGC 188,   13.91208,   85.33891,   19.893
    573941260065524736,  NGC 188,   12.01137,   85.22057,   16.237
    573939984459327616,  NGC 188,   12.38611,   85.25754,   18.712
    573943218570568704,  NGC 188,   11.53633,   85.28793,   16.227
    573943282992846464,  NGC 188,   11.78717,   85.29582,   17.979
    573943557870788608,  NGC 188,   12.20448,   85.32328,   18.316
    573941260065518336,  NGC 188,   11.92183,   85.22936,   14.799
    573941839883758464,  NGC 188,   10.94437,   85.21621,   18.071
    573968812286209792,  NGC 188,   11.35954,   85.47110,   19.503
    573939713877292544,  NGC 188,   12.83819,   85.24227,   19.368
    573944141986341888,  NGC 188,   11.41733,   85.33657,   18.593
    573956133535035648,  NGC 188,   10.35979,   85.35323,   16.796
    573939713877292800,  NGC 188,   12.79394,   85.24138,   14.910
    573964281090159360,  NGC 188,   12.53607,   85.37020,   17.748
    573941255769605120,  NGC 188,   11.99041,   85.22667,   18.005
    573949055428849152,  NGC 188,    9.37866,   85.28147,   18.193
    573947547897636992,  NGC 188,    9.66455,   85.19582,   16.085
    573931433178878592,  NGC 188,   12.18915,   85.10127,   18.191
    573943557870790528,  NGC 188,   12.17863,   85.32596,   18.126
    573948063293683328,  NGC 188,   10.15681,   85.25388,   17.660
    573998911409279616,  NGC 188,    6.25559,   85.37379,   19.565
    573985893365505280,  NGC 188,    8.25933,   85.60926,   16.269
    573964040572011008,  NGC 188,   12.67234,   85.32389,   15.474
    573940121898256384,  NGC 188,   12.95764,   85.24942,   17.818
    573954484267551104,  NGC 188,   10.28578,   85.31482,   18.953
    573943046771878912,  NGC 188,   12.04395,   85.29237,   19.520
    573935934306074496,  NGC 188,   10.79171,   85.20672,   14.893
    573942462656327552,  NGC 188,   11.24193,   85.27793,   15.246
    573947444818422272,  NGC 188,   10.21019,   85.20526,   19.544
    573949021069109504,  NGC 188,    9.35214,   85.28068,   18.501
    573938884947660416,  NGC 188,   13.22694,   85.21068,   18.675
    573964040572010496,  NGC 188,   12.75109,   85.32644,   16.040
    573941255769606272,  NGC 188,   11.90236,   85.22843,   18.539
    573941294425258496,  NGC 188,   11.79912,   85.22543,   14.358
    573954518627293056,  NGC 188,   10.29680,   85.31756,   18.406
    573942290857628288,  NGC 188,   10.52744,   85.27980,   14.063
    573943218570563712,  NGC 188,   11.39972,   85.29537,   15.014
    573957645363619200,  NGC 188,    9.15009,   85.45092,   18.208
    573941805524024448,  NGC 188,   11.04348,   85.22215,   19.189
    573952152102506240,  NGC 188,    8.11309,   85.31535,   17.484
    573942531375797120,  NGC 188,   11.07008,   85.28891,   15.673
    573964246730422400,  NGC 188,   12.43666,   85.36522,   16.455
    573954144967361792,  NGC 188,    9.99708,   85.27921,   19.443
    573950807775471488,  NGC 188,    7.55413,   85.25461,   18.735
    573941427566934400,  NGC 188,   11.76778,   85.25046,   16.857
    573987126019598976,  NGC 188,    8.88286,   85.64630,   19.917
    573941431864196096,  NGC 188,   11.79609,   85.24948,   15.372
    573941530646149120,  NGC 188,   11.48477,   85.25500,   18.116
    573942290857629312,  NGC 188,   10.66855,   85.28044,   15.028
    573941775461596928,  NGC 188,   11.12844,   85.21253,   15.986
    573943871405569280,  NGC 188,   11.87797,   85.35918,   15.115
    573943218570564864,  NGC 188,   11.38526,   85.29395,   14.774
    573966892430430464,  NGC 188,   12.91488,   85.48961,   16.090
    573983483887115264,  NGC 188,   10.56337,   85.62910,   17.549
    573941844181066368,  NGC 188,   10.92310,   85.22147,   14.593
    573939026682667776,  NGC 188,   13.71002,   85.21443,   16.156
    573936140464499072,  NGC 188,   10.70062,   85.21428,   19.194
    573942531375797632,  NGC 188,   11.09660,   85.28915,   15.246
    573943081131612544,  NGC 188,   11.88769,   85.29894,   17.619
    573941363144728832,  NGC 188,   11.93735,   85.23922,   14.394
    573938300832101248,  NGC 188,   12.17144,   85.21323,   19.147
    573943970187610624,  NGC 188,   11.30545,   85.30111,   19.167
    573943218570566528,  NGC 188,   11.48633,   85.29158,   14.048
    573941942963004160,  NGC 188,   11.07702,   85.25571,   19.912
    573947547897641216,  NGC 188,    9.65379,   85.18856,   17.274
    573938816228176384,  NGC 188,   12.90200,   85.20019,   19.103
    573945928692594048,  NGC 188,    9.67008,   85.15331,   18.963
    573938610069749120,  NGC 188,   13.51306,   85.19605,   18.660
    573941328784991488,  NGC 188,   11.70594,   85.23328,   16.885
    573941500583683456,  NGC 188,   11.63799,   85.23186,   17.402
    573941118330648960,  NGC 188,   11.56612,   85.22625,   17.987
    573942256497893120,  NGC 188,   10.50358,   85.27364,   14.102
    573939851316243584,  NGC 188,   12.31348,   85.23923,   17.520
    573939885675981824,  NGC 188,   12.45132,   85.24130,   14.741
    573966205235666816,  NGC 188,   13.21181,   85.43692,   14.640
    573943218570567296,  NGC 188,   11.57043,   85.29164,   16.757
    573941672382352896,  NGC 188,   11.73320,   85.26802,   16.899
    573943768326360832,  NGC 188,   11.55818,   85.33629,   15.083
    573945963052333568,  NGC 188,    9.39028,   85.16085,   16.467
    573938442566970752,  NGC 188,   12.18819,   85.23648,   16.760
    573968198100311296,  NGC 188,   11.43542,   85.41040,   15.565
    573938678789225088,  NGC 188,   13.41489,   85.19608,   18.527
    573935002297191168,  NGC 188,   11.26151,   85.16306,   16.243
    573939782596765696,  NGC 188,   12.74571,   85.24740,   19.482
    573955347558166400,  NGC 188,    8.88931,   85.35353,   15.045
    573944867837966592,  NGC 188,   10.82487,   85.38397,   14.754
    573943115491345024,  NGC 188,   11.87275,   85.31207,   17.309
    573955381917904640,  NGC 188,    9.10226,   85.35794,   15.503
    573939679517550848,  NGC 188,   12.54543,   85.24391,   15.275
    573967373466603392,  NGC 188,   12.01595,   85.38477,   16.238
    573935002297190656,  NGC 188,   11.15465,   85.16383,   16.798
    573935758211438464,  NGC 188,   10.97155,   85.17394,   19.271
    573941981620129280,  NGC 188,   10.98821,   85.23849,   15.451
    573941083970904448,  NGC 188,   11.40893,   85.21193,   17.971
    573938266472358912,  NGC 188,   12.18569,   85.20135,   18.249
    573966273954961152,  NGC 188,   12.92118,   85.43706,   15.644
    573955622436072832,  NGC 188,    9.50938,   85.36681,   17.513
    573963800053852288,  NGC 188,   13.07705,   85.30850,   16.554
    573943424728991488,  NGC 188,   12.08125,   85.31142,   14.801
    573942011682483328,  NGC 188,   10.95397,   85.25997,   17.010
    573941633725361536,  NGC 188,   11.65611,   85.25062,   19.189
    573967785783449088,  NGC 188,   12.39894,   85.43077,   15.568
    573938060313929088,  NGC 188,   12.68586,   85.19416,   17.137
    573953900151965056,  NGC 188,   10.29201,   85.27637,   18.685
    573943287290038528,  NGC 188,   11.72491,   85.30491,   16.513
    573946448386149760,  NGC 188,    8.71350,   85.14917,   17.427
    573942531375794816,  NGC 188,   10.96375,   85.29169,   17.288
    573941431864201600,  NGC 188,   11.77584,   85.24193,   15.760
    573930363732475008,  NGC 188,   13.23019,   85.04463,   17.881
    573948269452104832,  NGC 188,    9.91463,   85.26874,   17.039
    573943802686095104,  NGC 188,   11.69446,   85.35082,   14.870
    573966716334642688,  NGC 188,   13.36135,   85.46952,   19.284
    573936106104757504,  NGC 188,   10.42249,   85.21559,   16.806
    573938300832099840,  NGC 188,   12.09945,   85.21009,   18.321
    573968507337947136,  NGC 188,   10.86657,   85.43641,   15.446
    573944936557437440,  NGC 188,   11.06526,   85.40066,   15.911
    573943287290039680,  NGC 188,   11.81096,   85.30376,   17.255
    573941672382352256,  NGC 188,   11.67997,   85.26827,   15.137
    573953938808937216,  NGC 188,   10.11242,   85.26852,   16.625
    573941156986295424,  NGC 188,   11.26759,   85.23317,   15.929
    573938747508698112,  NGC 188,   13.14152,   85.18923,   18.368
    573941191346033664,  NGC 188,   11.38547,   85.23521,   18.289
    573942183481169792,  NGC 188,   10.68974,   85.25757,   19.039
    573940877812476288,  NGC 188,   11.59772,   85.21262,   17.560
    573940087537171200,  NGC 188,   12.29354,   85.28252,   16.794
    573936174824230912,  NGC 188,   10.64722,   85.22379,   13.394
    573939129761846656,  NGC 188,   13.50176,   85.24088,   16.281
    573967785783447424,  NGC 188,   12.44317,   85.43714,   17.335
    573944283722430848,  NGC 188,   10.88883,   85.34085,   16.380
    573935036656933888,  NGC 188,   11.30613,   85.17308,   18.405
    573962975420320640,  NGC 188,   13.47885,   85.29012,   15.394
    573944107626597120,  NGC 188,   11.34615,   85.33090,   18.870
    573944936557438592,  NGC 188,   11.01295,   85.39743,   15.935
    573941874243509632,  NGC 188,   10.89202,   85.23689,   17.708
    573954179327092480,  NGC 188,    9.95016,   85.29713,   16.082
    573963078499535616,  NGC 188,   13.54841,   85.29954,   15.674
    573978952698660224,  NGC 188,   12.63559,   85.70239,   16.212
    573940641590179072,  NGC 188,   12.34257,   85.32635,   16.680
    573940087537165824,  NGC 188,   12.34021,   85.27481,   17.531
    573967064228977280,  NGC 188,   12.34072,   85.34267,   15.193
    573941083970907520,  NGC 188,   11.52484,   85.21746,   18.867
    573938442566966656,  NGC 188,   12.10528,   85.24303,   17.196
    573956343990579712,  NGC 188,   10.03816,   85.37406,   17.948
    573954110607615488,  NGC 188,   10.26408,   85.30303,   19.465
    573968335539257984,  NGC 188,   11.56753,   85.43487,   15.638
    573943695309737088,  NGC 188,   11.72374,   85.32571,   19.532
    573941809821326848,  NGC 188,   11.10302,   85.22705,   17.538
    573937205616431232,  NGC 188,   12.88763,   85.16626,   14.840
    573962661886629376,  NGC 188,   13.80706,   85.25159,   19.518
    573941496286402560,  NGC 188,   11.47698,   85.24587,   17.090
    573943970188159232,  NGC 188,   11.36798,   85.30437,   19.815
    573939885675977344,  NGC 188,   12.34243,   85.24742,   18.604
    573954866521832832,  NGC 188,   10.03623,   85.36619,   14.194
    573965341945027968,  NGC 188,   13.58354,   85.40034,   19.132
    573941530646142720,  NGC 188,   11.50578,   85.24780,   19.717
    573939885675977216,  NGC 188,   12.43992,   85.24916,   15.714
    573941878540803072,  NGC 188,   10.97230,   85.22528,   15.583
    573943046770226304,  NGC 188,   12.19061,   85.29116,   14.982
    573942565735528320,  NGC 188,   11.08998,   85.30541,   14.865
    573949059726076288,  NGC 188,    9.38602,   85.28550,   17.063
    573955416277645952,  NGC 188,    9.22836,   85.35484,   19.271
    573949506402720640,  NGC 188,    8.44545,   85.17777,   19.748
    573939954395448320,  NGC 188,   12.29657,   85.25332,   16.407
    573941534943412736,  NGC 188,   11.66894,   85.24454,   14.872
    573943252928621568,  NGC 188,   11.43194,   85.31109,   18.284
    573943252930296192,  NGC 188,   11.43333,   85.31035,   14.895
    573951804207908352,  NGC 188,    8.57844,   85.27803,   18.142
    573954935241308544,  NGC 188,    9.91577,   85.36800,   16.368
    573983174649672320,  NGC 188,   11.12592,   85.60974,   19.776
    573967957582136704,  NGC 188,   11.78551,   85.43558,   17.479
    573941431864197120,  NGC 188,   11.78143,   85.24715,   17.208
    573941500583673984,  NGC 188,   11.47336,   85.24207,   15.096
    573943145553881728,  NGC 188,   11.68401,   85.28646,   17.643
    573938923603323776,  NGC 188,   13.20539,   85.22451,   15.407
    573943145553881600,  NGC 188,   11.68617,   85.28246,   15.142
    573937686652769152,  NGC 188,   12.20016,   85.15256,   16.937
    573943145553882496,  NGC 188,   11.64904,   85.28850,   17.420
    573942703174482176,  NGC 188,   10.70705,   85.29841,   16.772
    573942050339489664,  NGC 188,   10.72216,   85.22747,   15.121
    573939988755185920,  NGC 188,   12.40509,   85.25636,   16.840
    573941534943413888,  NGC 188,   11.64048,   85.24287,   13.595
    573940160553877888,  NGC 188,   12.99758,   85.26427,   15.097
    573939954395447936,  NGC 188,   12.31089,   85.25397,   17.371
    573964796486220928,  NGC 188,   12.70293,   85.40963,   17.005
    573940435430111360,  NGC 188,   12.52327,   85.29460,   19.864
    573939473359228928,  NGC 188,   13.40124,   85.26470,   14.895
    573943527808203776,  NGC 188,   12.05935,   85.31856,   17.109
    573954419845261952,  NGC 188,   10.45421,   85.30445,   17.642
    573939537782710656,  NGC 188,   13.23269,   85.27291,   16.297
    573941191346031488,  NGC 188,   11.26350,   85.23539,   15.852
    573941466222298240,  NGC 188,   11.83342,   85.25913,   15.969
    573942737534221440,  NGC 188,   10.88195,   85.29941,   14.757
    573942806253691392,  NGC 188,   10.62626,   85.31082,   15.668
    573942114761682176,  NGC 188,   10.40770,   85.24971,   19.365
    573944451224011776,  NGC 188,   10.68115,   85.36849,   18.889
    573938472630786048,  NGC 188,   13.52368,   85.17127,   18.345
    573941083970903424,  NGC 188,   11.57441,   85.20679,   19.115
    573942973755741696,  NGC 188,   11.95102,   85.28040,   19.958
    573943733966627584,  NGC 188,   11.85167,   85.33050,   14.754
    573938025954187392,  NGC 188,   12.49211,   85.18876,   17.827
    573941191346032384,  NGC 188,   11.27823,   85.23464,   14.852
    573963937492790144,  NGC 188,   13.05852,   85.34373,   14.893
    573941397504462720,  NGC 188,   12.05909,   85.24679,   14.816
    573941191346032128,  NGC 188,   11.39079,   85.23660,   15.742
    573943562167935616,  NGC 188,   12.15223,   85.33503,   17.917
    573932562755718656,  NGC 188,   11.56150,   85.04891,   19.073
    573968163740578560,  NGC 188,   11.47530,   85.39760,   17.853
    573939920035711616,  NGC 188,   12.13979,   85.24940,   17.257
    573941397504462080,  NGC 188,   12.02913,   85.24694,   16.146
    573951945944089088,  NGC 188,    8.22318,   85.28462,   15.380
    573941431864200576,  NGC 188,   11.83026,   85.24363,   16.612
    573941878540798976,  NGC 188,   10.99254,   85.23080,   15.946
    573943630887412736,  NGC 188,   12.11508,   85.33431,   16.578
    573967064228974208,  NGC 188,   12.31297,   85.34783,   16.382
    573954282406302976,  NGC 188,    9.86719,   85.30520,   14.683
    573943699606889600,  NGC 188,   11.82688,   85.32938,   12.662
    573940774733250944,  NGC 188,   11.64653,   85.18760,   19.758
    573941736804603008,  NGC 188,   11.36719,   85.28473,   17.579
    573937991594443904,  NGC 188,   12.48145,   85.17649,   19.574
    573948991006603904,  NGC 188,    9.18916,   85.27065,   15.554
    573942840613427328,  NGC 188,   10.74419,   85.31856,   15.683
    573969469410615168,  NGC 188,   12.38240,   85.47696,   14.706
    573943699606890752,  NGC 188,   11.86754,   85.32806,   15.437
    573964246730425856,  NGC 188,   12.51158,   85.35638,   15.420
    573954351125776384,  NGC 188,    9.77437,   85.31095,   16.069
    573963284657915776,  NGC 188,   13.76761,   85.30859,   15.896
    573955725515278592,  NGC 188,    9.37429,   85.39280,   14.759
    573963215938439296,  NGC 188,   13.81614,   85.30707,   17.333
    573933700921595776,  NGC 188,   10.78102,   85.10766,   17.685
    573956687587956096,  NGC 188,   10.46140,   85.40075,   16.321
    573942359575453184,  NGC 188,   11.14206,   85.27997,   19.872
    573967132948447232,  NGC 188,   12.14852,   85.35520,   15.071
    573951808505138688,  NGC 188,    8.60416,   85.28356,   18.608
    573939812660610688,  NGC 188,   12.68367,   85.25279,   17.305
    573954488564730880,  NGC 188,   10.13598,   85.31458,   18.967
    573943562167938432,  NGC 188,   12.22348,   85.33146,   15.773
    573937132600979584,  NGC 188,   12.99166,   85.15782,   17.226
    573967751423715328,  NGC 188,   12.46869,   85.41876,   14.914
    573934418181613952,  NGC 188,   11.06527,   85.10407,   17.550
    573942565735526272,  NGC 188,   10.97013,   85.30978,   14.754
    573940774733252608,  NGC 188,   11.60631,   85.19273,   16.820
    573941908603253760,  NGC 188,   11.09958,   85.24216,   18.706
    573962799325589632,  NGC 188,   13.91613,   85.28305,   15.621
    573942664517534464,  NGC 188,   10.64563,   85.29200,   19.191
    573931394524638720,  NGC 188,   12.31085,   85.08862,   16.597
    573963142922975360,  NGC 188,   13.31342,   85.31186,   18.058
    573948887927377280,  NGC 188,    8.78831,   85.28804,   12.088
    573955691155545600,  NGC 188,    9.66449,   85.38002,   15.412
    573954557284205952,  NGC 188,   10.44878,   85.32452,   17.898
    573943768326362112,  NGC 188,   11.62093,   85.33486,   18.559
    573937132600981248,  NGC 188,   13.02700,   85.15959,   19.465
    573942114761685376,  NGC 188,   10.45669,   85.25223,   18.372
    573937033817741184,  NGC 188,   13.23801,   85.16202,   14.863
    573945039636646528,  NGC 188,   10.88505,   85.41807,   15.211
    573962666182627968,  NGC 188,   13.70981,   85.26137,   15.985
    573940224977477376,  NGC 188,   12.78566,   85.27810,   16.423
    573943145553872640,  NGC 188,   11.71977,   85.27663,   18.539
    573963074203497344,  NGC 188,   13.52444,   85.29683,   18.733
    573935586419594112,  NGC 188,   10.44782,   85.16621,   17.157
    573955725515282944,  NGC 188,    9.55002,   85.38198,   16.462
    573954488564728064,  NGC 188,   10.14503,   85.32239,   16.008
    573935139736156672,  NGC 188,   11.24344,   85.19080,   18.448
    573941496286395776,  NGC 188,   11.45042,   85.23935,   19.243
    573941942962994176,  NGC 188,   11.16404,   85.24285,   17.920
    573939194185323008,  NGC 188,   13.73806,   85.24789,   17.362
    573939194185323392,  NGC 188,   13.79689,   85.24922,   19.764
    573939469063232384,  NGC 188,   13.45261,   85.26165,   16.832
    573943699606886656,  NGC 188,   11.68932,   85.33383,   17.319
    573931291445421952,  NGC 188,   11.88222,   85.09123,   17.978
    573934177663443456,  NGC 188,   11.38895,   85.09684,   15.105
    573944043204275712,  NGC 188,   11.18622,   85.31503,   15.016
    573955484997114112,  NGC 188,    8.93305,   85.37118,   17.647
    573956618868480640,  NGC 188,   10.54828,   85.39887,   18.400
    573968679136631424,  NGC 188,   11.03634,   85.46146,   15.341
    573962971124281088,  NGC 188,   13.35122,   85.29327,   18.189
    573931325805158528,  NGC 188,   12.41791,   85.07929,   16.007
    573938472630783872,  NGC 188,   13.47255,   85.16656,   18.370
    573937132600979456,  NGC 188,   13.04118,   85.15724,   19.164
    573968090724129152,  NGC 188,   11.86071,   85.45452,   19.783
    573967369169537792,  NGC 188,   11.95815,   85.38206,   18.595
    573963044139747712,  NGC 188,   13.32720,   85.29813,   17.450
    573967957580855808,  NGC 188,   11.76403,   85.42754,   17.736
    573954557284207360,  NGC 188,   10.45883,   85.32066,   15.701
