time flux flux_err
1325.2978084289757 0.9997278697790529 0.0008064628809786456
1325.299197318991 0.9993352487911579 0.0008065143334759995
1325.3005862087725 1.000257607927342 0.0008068387587005176
1325.3019750987883 1.0001490208712402 0.0008068472270457121
1325.3033639888035 0.9997088313283687 0.0008069707480807897
1325.304752878818 0.9984304739446866 0.0008066165376421393
1325.3061417688336 1.0003690835712395 0.0008074478955307111
1325.307530658616 0.9994596691005176 0.0008073407855645965
1325.308919548631 0.9989486018621241 0.0008070435174470812
1325.3103084386466 0.9988821310636935 0.0008073515900050169
1325.3116973286612 0.9988262379170652 0.0008073664826120831
1325.3130862186763 1.000727957779148 0.0008079323432782138
1325.314475108692 1.0003762022151161 0.0008080574995799497
1325.3158639987073 0.9990099332255862 0.0008078459077548499
1325.3172528887221 0.9999608041365575 0.0008079910960731491
1325.3186417787374 0.9990558632557404 0.0008079974619326401
1325.3200306685203 0.999947490436125 0.0008079993892112016
1325.3214195585356 1.0002865594106365 0.0008083118419476862
1325.32280844855 1.0006420941010985 0.0008087156360075096
1325.3241973385657 0.9988611049793706 0.0008086065403604529
1325.325586228581 0.9987396814697215 0.0008084568550588435
1325.3269751185953 0.999082138220854 0.0008086689725053691
1325.328364008611 1.0011085183516335 0.000809281730283163
1325.3297528986259 1.0003018254318192 0.0008094605583727173
1325.3311417888733 0.9995667808426404 0.000809474691748835
1325.3325306788893 1.0006802129587897 0.0008097338815141656
1325.333919568905 1.000458794995643 0.0008098369033136345
1325.3353084589198 1.0004056902189393 0.0008097252963642098
1325.336697348935 0.9982085432316724 0.0008095428473270551
1325.3380862389504 0.9994198161423367 0.0008101015829027464
1325.3394751289652 1.0001756247226785 0.0008104849945317224
1325.3408640189805 1.0006678335763488 0.000810646710723746
1325.3422529089953 0.99932339337392 0.0008103525379324052
1325.3436417992434 0.9993358158364082 0.0008105678675098667
1325.3450306892587 0.9991196294320922 0.0008107497909255956
1325.3464195792744 0.9997941703033755 0.0008110517896359436
1325.3478084692902 0.9994237300719306 0.0008111829613828865
1325.3491973593045 0.9997984004588908 0.0008111355970521783
