time flux flux_err
-0.49949531917081913 0.9997970292515758 7.083246733974685e-05
-0.49894451639602266 0.99988824243968 7.072098612852568e-05
-0.49839371362145357 1.0004470227683604 7.052551918019632e-05
-0.4978429108466571 0.9999904131225029 7.066396761163156e-05
-0.49729210807186064 0.99971585608756 7.127707432266364e-05
-0.4967413052970642 1.0008179090671485 7.862889493271378e-05
-0.4961905025224951 1.000299163104168 7.280278587676161e-05
-0.4956396997476986 0.9999254870697999 7.136604997951785e-05
-0.49508889697290215 1.0001248800728337 7.113649844520731e-05
-0.49453809419833306 0.999893710449306 7.093684873810482e-05
-0.4939872914235366 1.0005386487937011 7.088308558288163e-05
-0.4934364886487401 1.0001303726386253 7.065390868142149e-05
-0.4888198066316818 1.0002652314697766 7.125747889812156e-05
-0.4882277639478616 0.9998606172486544 7.706787138290794e-05
-0.48767696117306514 1.0005085236630633 7.414211071911504e-05
-0.48712615839849605 1.0000190450650057 7.199053036497201e-05
-0.48653411571467586 0.9997108201951667 7.110473821529726e-05
-0.4859833129398794 1.0000295238032695 7.096617008078526e-05
-0.48543251016508293 1.0000854984650724 7.084709880492446e-05
-0.48488170739028646 0.9999825838405964 7.072039087794769e-05
-0.4843309046157174 0.9997947096308052 7.055703934976023e-05
-0.4837388619318972 0.9995743379729392 7.06170303892131e-05
-0.48322929906612444 1.0004278993952673 7.128684597122751e-05
-0.48263725638230426 0.999544409871059 7.861482588072418e-05
-0.4821276935167589 0.9997042050937216 7.285140053737731e-05
-0.4815356508329387 0.9999096219861945 7.137034540265827e-05
-0.48102608796716595 1.0000490990985322 7.115162214370325e-05
-0.48047528519259686 0.999960578370023 7.093620450327248e-05
-0.4799244824178004 0.99999438610466 7.088082328851691e-05
-0.4793736796430039 1.0001275632406033 7.068438922938332e-05
-0.47471575771692187 0.9999355784673237 7.123777085176994e-05
-0.4741649549421254 1.000413638421531 7.682231433365777e-05
-0.4736141521675563 0.9996662860901381 7.419709105573956e-05
-0.47302210948350876 1.0000811218480254 7.200953391736436e-05
-0.47247130670893966 0.9999456287579421 7.110097135700157e-05
